Company_ID,Comp_Name,Region,Emissions_in_KG,Power_MWh,Year
1026913,Company_1026913,South America,21922779.966663294,305.07077055922093,2026
1026933,Company_1026933,Asia,19384075.099307664,568.9601395114901,2025
1027075,Company_1027075,Asia,41397066.752940975,715.7211849839946,2024
1027100,Company_1027100,Africa,21449.798015080112,427.6706213292183,2026
1027156,Company_1027156,Europe,28276.09860892456,697.0634288400483,2025
1027360,Company_1027360,Asia,43431521.57114159,211.41089548343984,2025
1027529,Company_1027529,North America,42346675.232929364,142.4959874347523,2025
1027551,Company_1027551,Asia,30412.695766661967,217.52564674626808,2026
1027564,Company_1027564,South America,20652989.207773395,187.56529562129288,2026
1027618,Company_1027618,Europe,37263990.810443796,361.96399037851444,2024
1027706,Company_1027706,Africa,16018.003435422856,735.7425589007214,2026
1027873,Company_1027873,Asia,33978.395112645805,374.12090695014905,2024
1027885,Company_1027885,Africa,37401.40874822824,715.2408584354033,2024
1027963,Company_1027963,South America,42472.73394097278,898.7239667690357,2024
1028080,Company_1028080,North America,16588388.61318463,223.8758979911656,2024
1028117,Company_1028117,Asia,14616.536570281098,792.1795725117383,2025
1028157,Company_1028157,North America,28235.27428818894,474.4227805996263,2025
1028539,Company_1028539,Asia,45377.21189140119,237.14566306547272,2026
1028590,Company_1028590,Asia,39796446.96166046,218.71131320950917,2024
1028601,Company_1028601,Europe,8749.652965001558,170.62764369276067,2025
1028759,Company_1028759,South America,32114.704822855634,865.5793029428348,2026
1028912,Company_1028912,Asia,20413.485242891773,579.6658445797989,2024
1028928,Company_1028928,Asia,16670.147272553513,364.9925762543323,2024
1028957,Company_1028957,South America,37817.62331455195,204.6252549359666,2025
1028977,Company_1028977,North America,35537785.084607735,336.0202496366526,2024
1029393,Company_1029393,Europe,20496.6593845639,700.285501091783,2026
1029414,Company_1029414,Africa,33503.66058764167,230.0374563700894,2024
1029628,Company_1029628,Europe,46170.355164484536,351.24601321054354,2025
1029874,Company_1029874,Africa,38981.2941049619,286.81825708629106,2025
1029915,Company_1029915,North America,36888850.58687948,507.90840759975225,2026
1030031,Company_1030031,South America,37158.39074122941,989.4795876535634,2025
1030379,Company_1030379,North America,19821702.160397884,446.9375511836649,2026
1030459,Company_1030459,Europe,34652.34396206341,183.2919901507048,2026
1030502,Company_1030502,South America,49551972.13128117,314.28058704909046,2025
1030606,Company_1030606,Europe,49989.57136353417,375.97547694257247,2025
1030641,Company_1030641,North America,32258.22089041244,623.7369258123517,2026
1030820,Company_1030820,Africa,41012.185525414665,524.334196644558,2026
1030873,Company_1030873,South America,8973.215013149338,548.8548342853421,2025
1031120,Company_1031120,North America,45861.33158332983,590.7502783891654,2025
1031143,Company_1031143,Africa,37275.4885919229,549.2436651704312,2026
1031200,Company_1031200,Africa,6987509.939807143,478.89541155442356,2024
1031303,Company_1031303,South America,48647.14732599709,835.2358966839843,2025
1031410,Company_1031410,North America,39375399.45041358,477.89506494281216,2025
1031536,Company_1031536,North America,27475284.743906744,307.29352890064945,2024
1031590,Company_1031590,Asia,9562.159686946681,322.01476641376814,2026
1031892,Company_1031892,Europe,40081.36807086461,782.1758937984038,2024
1032179,Company_1032179,Asia,38841.183020199875,804.6152634244296,2024
1032192,Company_1032192,Asia,26825487.496055406,805.8035746999633,2025
1032341,Company_1032341,North America,22091.448740548756,426.6396731529069,2026
1032387,Company_1032387,South America,42475.73268061536,832.5040195330196,2025
1032720,Company_1032720,Europe,12620.250497383457,588.329765375169,2024
1032930,Company_1032930,Europe,10882.436130718175,852.2883920966996,2024
1033069,Company_1033069,North America,38605.70165725739,444.5425713863695,2025
1033082,Company_1033082,North America,48440126.07567152,221.55611319760067,2025
1033183,Company_1033183,Europe,7235641.696560013,477.2032592285241,2024
1033225,Company_1033225,South America,18159419.711389318,170.53111258959498,2025
1033389,Company_1033389,Asia,14513.080903324886,828.1918197888838,2024
1033494,Company_1033494,Europe,12952.96971946444,266.9975694518888,2025
1033529,Company_1033529,South America,49249.61469899632,512.3066331588254,2025
1033612,Company_1033612,North America,6250.900668154183,448.75116361901013,2024
1033626,Company_1033626,Africa,45187.71846233924,741.2149354497511,2025
1033638,Company_1033638,Europe,11047.881897658237,795.0737638479274,2025
1033758,Company_1033758,Asia,47164.65368924769,299.4461050871388,2025
1033822,Company_1033822,Africa,36714.81039964348,133.9594959754063,2026
1033902,Company_1033902,North America,20520609.020442188,602.0376695318562,2026
1033944,Company_1033944,North America,14586.24692801443,759.6884711820836,2026
1034106,Company_1034106,Africa,21517916.81403582,477.99298237568576,2024
1034207,Company_1034207,Europe,19648528.617991526,556.4977545745021,2026
1034318,Company_1034318,Asia,17083.63645060797,154.96549764343243,2025
1034359,Company_1034359,Asia,30994345.636299785,108.26840393954143,2026
1034398,Company_1034398,Africa,30536.057846129996,296.06234839123476,2024
1034660,Company_1034660,South America,33008.23384419017,340.0440875224948,2025
1034674,Company_1034674,Africa,31627765.36970058,244.38583636932415,2024
1034808,Company_1034808,North America,17841.388679862663,603.0639219883077,2025
1034842,Company_1034842,North America,35822.049962099605,421.08852320755256,2024
1034844,Company_1034844,Africa,5645.250683763701,491.5569901225522,2025
1034939,Company_1034939,Europe,9662.50972611268,738.1090768137364,2026
1034961,Company_1034961,South America,12084064.053372616,243.30357720947268,2026
1035029,Company_1035029,Africa,33159.237177544535,598.9353636899203,2025
1035030,Company_1035030,Europe,22895.658332891933,820.6125197433045,2026
1035052,Company_1035052,Africa,36496.10219923667,410.63386137251337,2025
1035126,Company_1035126,Europe,47243.82070574463,702.7310514709875,2025
1035135,Company_1035135,Europe,26763176.752187014,827.2003361901558,2025
1035289,Company_1035289,North America,36027.06849892285,301.6196168496022,2025
1035291,Company_1035291,North America,17182.38952897256,172.70029121086108,2026
1035324,Company_1035324,South America,19496.5543615972,906.2750598900546,2024
1035444,Company_1035444,South America,26422.807399198005,751.5541557556418,2026
1035573,Company_1035573,North America,42650.95317508995,432.1461919598694,2026
1035743,Company_1035743,South America,47395607.47052008,520.4264588233907,2026
1035758,Company_1035758,Asia,44497145.15228247,334.116766658624,2026
1035769,Company_1035769,Africa,31170.115552318595,863.2295709687024,2024
1035784,Company_1035784,Asia,33936.7943918732,365.65790276984535,2025
1035924,Company_1035924,Africa,45137.61772947207,997.2287814044867,2025
1036092,Company_1036092,North America,37199339.26671443,380.85219366619725,2025
1036141,Company_1036141,North America,19278938.95191618,715.2984587658258,2026
1036379,Company_1036379,Europe,46081603.36909945,172.52168249389038,2025
1036436,Company_1036436,Africa,36452.01977501384,921.3257680323218,2025
1036719,Company_1036719,Africa,31303.709752353374,994.1931082904493,2026
1036895,Company_1036895,Europe,32189.805631606025,780.020240882815,2025
1037024,Company_1037024,South America,24242319.097734872,972.0529847765066,2026
1037225,Company_1037225,Europe,24315.147102492858,415.38280430918286,2025
1037231,Company_1037231,Europe,30545.919078174462,477.0704070544817,2025
1037233,Company_1037233,Asia,19267915.91584791,846.1957163993562,2024
1037364,Company_1037364,Europe,16578647.924829245,668.3961439082818,2026
1037562,Company_1037562,Asia,6898.64041470606,350.3472000925152,2024
1037699,Company_1037699,Asia,11261.940225242222,563.9586001790417,2026
1038048,Company_1038048,Europe,15207.265694843178,313.43062919235604,2025
1038084,Company_1038084,South America,37541.73901962825,162.7058120107061,2025
1038102,Company_1038102,Europe,7430.332788952712,561.3395806919125,2024
1038243,Company_1038243,Africa,38499108.898821235,992.1634684755077,2025
1038262,Company_1038262,Africa,33735.46512182677,385.8368751941947,2026
1038437,Company_1038437,Africa,27927.66429058101,409.4971808863566,2026
1038438,Company_1038438,Asia,40918479.37272877,973.8998351962937,2026
1038871,Company_1038871,Asia,32302246.474409766,669.7294214373679,2025
1038929,Company_1038929,North America,38171.494586263085,387.4084910534248,2024
1038955,Company_1038955,Asia,37026.14002339866,670.4057693939116,2026
1039004,Company_1039004,Asia,28319592.15710178,218.3852826829908,2025
1039083,Company_1039083,Asia,7073.989703611791,360.8388974663527,2025
1039219,Company_1039219,Africa,40011.34814472941,516.2360517611589,2024
1039233,Company_1039233,Asia,15414628.300042797,805.5195472198326,2024
1039263,Company_1039263,Africa,20615346.849617664,468.2074210658303,2026
1039270,Company_1039270,North America,45412.119168274774,786.6740756373139,2025
1039271,Company_1039271,Africa,8667.338910820006,293.2166345889924,2025
1039288,Company_1039288,North America,22233.081058489217,707.8304984783903,2025
1039292,Company_1039292,South America,11362013.325097673,623.1446224745398,2024
1039859,Company_1039859,South America,21469.21685268744,226.0809478497824,2024
1039960,Company_1039960,Europe,18579023.48690611,853.2307533144145,2026
1039974,Company_1039974,Europe,37203148.81671171,527.531953815889,2026
1040267,Company_1040267,South America,36953.371108423016,508.7259149479408,2025
1040278,Company_1040278,Asia,23902.04708102971,979.8544129885944,2024
1040332,Company_1040332,North America,27234.089337536978,203.03552071446848,2025
1040391,Company_1040391,South America,8547437.602962373,803.6463676742026,2025
1040537,Company_1040537,Africa,31937.820431155953,348.51828984258174,2026
1040671,Company_1040671,North America,25346254.181126244,256.38217979367266,2026
1040768,Company_1040768,South America,47349.26094257418,519.8514024290596,2024
1040964,Company_1040964,Asia,40379.66990696618,393.2874280229103,2026
1040991,Company_1040991,South America,47122.60829419284,814.3877902615938,2024
1040993,Company_1040993,Europe,14476.405612270744,576.1384172034254,2025
1041074,Company_1041074,North America,17734189.17325906,321.5420523682018,2026
1041163,Company_1041163,North America,14041.237886623601,335.6748500193115,2026
1041386,Company_1041386,Europe,38777262.14426644,875.0083698276075,2025
1041407,Company_1041407,Europe,9072181.097749261,482.86018476680067,2024
1041470,Company_1041470,Asia,5101.513202608192,838.2566611098274,2026
1041670,Company_1041670,Europe,5399.95319112633,490.74321837050644,2026
1041700,Company_1041700,Asia,8280.280344616222,624.9571187922774,2024
1041719,Company_1041719,Europe,16254456.125388492,336.2896312027186,2025
1041854,Company_1041854,Asia,15339.456271510142,927.2784507019934,2024
1041861,Company_1041861,Africa,23366.137646796753,625.276586040176,2025
1041869,Company_1041869,Asia,40395665.61611859,737.2823980661707,2025
1042307,Company_1042307,Africa,26591.60327861339,539.3596515056465,2025
1042364,Company_1042364,South America,11064.950266594686,912.7399321464422,2024
1042516,Company_1042516,South America,45350.449630464165,823.8536687296762,2024
1042724,Company_1042724,Europe,45666753.90960108,948.1118384481607,2024
1042827,Company_1042827,South America,21123937.00279816,606.494266243684,2025
1042903,Company_1042903,North America,31438.675237735955,617.391769870464,2026
1043050,Company_1043050,Europe,36451.17292182897,261.1654323828447,2026
